COMP_names,S1_exc,T1_exc,S1_T1_split,S1AtoA,S1AtoD,S1DtoA,S1DtoD,T1AtoA,T1AtoD,T1DtoA,T1DtoD,D_HOMO,D_LUMO,D_gap,A_HOMO,A_LUMO,A_gap,D_S1,D_T1,D_split,A_S1,A_T1,A_split,dft_dihedral_norm,SMILES,xyz_file_name,acceptor_index,donor_index
COMP24_000100,3.5617,2.31,-1.0583,0.37138,0.02723,0.50134,0.099,0.51935,0.0683,0.22947,0.1822,-7.8793,1.1312,9.0105,-8.9803,-0.7913,8.189,5.4245,3.4214,-1.4183,4.6695,2.8519,-1.0343,0.21955,c1(c7c([H])c8sc([H])c([H])c8s7)c2nsnc2c([H])c(F)c1(F),COMP24_000100.xyz,2,4
COMP24_000200,3.6911,2.559,-1.4269,0.25434,0.00933,0.66997,0.06495,0.8275,0.02685,0.10904,0.03542,-7.8793,1.1312,9.0105,-8.9822,-1.0659,7.9163,5.4245,3.4214,-1.4183,4.4983,2.7071,-0.9159,58.83,c1(c7c([H])c8sc([H])c([H])c8s7)c2nsnc2c([H])c(Cl)c1(Cl),COMP24_000200.xyz,2,4
COMP24_000300,3.3016,2.2471,-1.1926,0.24974,0.01956,0.62335,0.10573,0.5421199999999999,0.05208,0.27063000000000004,0.13409,-7.8793,1.1312,9.0105,-9.7218,-1.8547,7.8671,5.4245,3.4214,-1.4183,4.5395,2.6964,-0.8533,35.221,c1(c7c([H])c8sc([H])c([H])c8s7)c2nsnc2c([H])c(C#N)c1(C#N),COMP24_000300.xyz,2,4
COMP24_000400,3.5682,2.2754,-0.9826,0.43228,0.03253,0.44093,0.09277,0.5485399999999999,0.07331,0.20998000000000006,0.16725,-7.8793,1.1312,9.0105,-8.1732,-0.26503000000000004,7.9082,5.4245,3.4214,-1.4183,4.4406,2.7658,-1.091,7.7642,c1(c7c([H])c8sc([H])c([H])c8s7)c2nsnc2c([H])c(O)c1(O),COMP24_000400.xyz,2,4
COMP24_100000,3.847,2.5399,-1.2328,0.36909,0.02068,0.51823,0.09049,0.7608199999999999,0.0398,0.12352,0.07486,-8.0886,0.70096,8.7895,-8.6274,-0.53361,8.0938,5.2456,3.3916,-1.5376,4.5772,2.7482,-0.9192,47.742,c1(c7c(F)c8sc([H])c(F)c8s7)c2nsnc2c([H])c([H])c1([H]),COMP24_100000.xyz,2,4
COMP24_100100,3.8725,2.5887,-1.3049,0.35947,0.0205,0.52149,0.09687,0.70002,0.04499,0.14654,0.10733,-8.0886,0.70096,8.7895,-8.9803,-0.7913,8.189,5.2456,3.3916,-1.5376,4.6695,2.8519,-1.0343,41.2,c1(c7c(F)c8sc([H])c(F)c8s7)c2nsnc2c([H])c(F)c1(F),COMP24_100100.xyz,2,4
COMP24_100200,3.7736,2.5912,-1.4088,0.23035,0.00878,0.6834,0.07599,0.86139,0.02607,0.08531,0.02601,-8.0886,0.70096,8.7895,-8.9822,-1.0659,7.9163,5.2456,3.3916,-1.5376,4.4983,2.7071,-0.9159,61.22,c1(c7c(F)c8sc([H])c(F)c8s7)c2nsnc2c([H])c(Cl)c1(Cl),COMP24_100200.xyz,2,4
COMP24_100300,3.4064,2.4273,-1.4482,0.17255,0.00977,0.72397,0.09208,0.6775899999999999,0.03746,0.20213,0.08157,-8.0886,0.70096,8.7895,-9.7218,-1.8547,7.8671,5.2456,3.3916,-1.5376,4.5395,2.6964,-0.8533,49.57100000000001,c1(c7c(F)c8sc([H])c(F)c8s7)c2nsnc2c([H])c(C#N)c1(C#N),COMP24_100300.xyz,2,4
COMP24_100400,3.892,2.5878,-1.2836,0.4664100000000001,0.02169,0.4385600000000001,0.07155,0.76713,0.04167,0.11697,0.07304,-8.0886,0.70096,8.7895,-8.1732,-0.26503000000000004,7.9082,5.2456,3.3916,-1.5376,4.4406,2.7658,-1.091,46.148,c1(c7c(F)c8sc([H])c(F)c8s7)c2nsnc2c([H])c(O)c1(O),COMP24_100400.xyz,2,4
COMP24_200000,4.0031,2.6448,-1.2865,0.34049,0.01655,0.5556800000000001,0.08573,0.85403,0.03004,0.07708,0.0377,-8.2396,0.51293,8.7525,-8.6274,-0.53361,8.0938,5.2358,3.3606,-1.4854,4.5772,2.7482,-0.9192,59.194,c1(c7c(Cl)c8sc([H])c(Cl)c8s7)c2nsnc2c([H])c([H])c1([H]),COMP24_200000.xyz,2,4
COMP24_200100,4.053,2.7294,-1.4058,0.32189,0.01433,0.57376,0.08835,0.83859,0.02966,0.08217,0.04836,-8.2396,0.51293,8.7525,-8.9803,-0.7913,8.189,5.2358,3.3606,-1.4854,4.6695,2.8519,-1.0343,57.18899999999999,c1(c7c(Cl)c8sc([H])c(Cl)c8s7)c2nsnc2c([H])c(F)c1(F),COMP24_200100.xyz,2,4
COMP24_200200,3.9494,2.6849,-1.4204,0.09516,0.00239,0.8496100000000001,0.05199,0.95898,0.01508,0.02343,0.00139,-8.2396,0.51293,8.7525,-8.9822,-1.0659,7.9163,5.2358,3.3606,-1.4854,4.4983,2.7071,-0.9159,79.274,c1(c7c(Cl)c8sc([H])c(Cl)c8s7)c2nsnc2c([H])c(Cl)c1(Cl),COMP24_200200.xyz,2,4
COMP24_200300,3.4494,2.5853,-1.7212,0.09723,0.00394,0.82986,0.0677,0.84236,0.02332,0.10472,0.02817,-8.2396,0.51293,8.7525,-9.7218,-1.8547,7.8671,5.2358,3.3606,-1.4854,4.5395,2.6964,-0.8533,65.625,c1(c7c(Cl)c8sc([H])c(Cl)c8s7)c2nsnc2c([H])c(C#N)c1(C#N),COMP24_200300.xyz,2,4
COMP24_200400,4.1205,2.7153,-1.3101,0.49817,0.01731,0.42274,0.05995,0.8877299999999999,0.02673,0.05996,0.02435,-8.2396,0.51293,8.7525,-8.1732,-0.26503000000000004,7.9082,5.2358,3.3606,-1.4854,4.4406,2.7658,-1.091,62.12300000000001,c1(c7c(Cl)c8sc([H])c(Cl)c8s7)c2nsnc2c([H])c(O)c1(O),COMP24_200400.xyz,2,4
COMP24_300000,4.0929,2.6085,-1.1241,0.47329,0.07497000000000001,0.32069000000000003,0.12924000000000002,0.77237,0.05449,0.08272,0.08907999999999999,-8.9833,-0.3551,8.6282,-8.6274,-0.53361,8.0938,5.237,3.2891,-1.3412,4.5772,2.7482,-0.9192,50.364,c1(c7c(C#N)c8sc([H])c(C#N)c8s7)c2nsnc2c([H])c([H])c1([H]),COMP24_300000.xyz,2,4
COMP24_300100,4.1418,2.6946,-1.2474,0.45837,0.06887,0.33021,0.1405,0.74767,0.05318,0.08471000000000001,0.11319,-8.9833,-0.3551,8.6282,-8.9803,-0.7913,8.189,5.237,3.2891,-1.3412,4.6695,2.8519,-1.0343,50.03,c1(c7c(C#N)c8sc([H])c(C#N)c8s7)c2nsnc2c([H])c(F)c1(F),COMP24_300100.xyz,2,4
COMP24_300200,4.21,2.6795,-1.149,0.44822,0.0196,0.46285,0.06738,0.93601,0.02167,0.03297,0.008020000000000001,-8.9833,-0.3551,8.6282,-8.9822,-1.0659,7.9163,5.237,3.2891,-1.3412,4.4983,2.7071,-0.9159,69.33800000000001,c1(c7c(C#N)c8sc([H])c(C#N)c8s7)c2nsnc2c([H])c(Cl)c1(Cl),COMP24_300200.xyz,2,4
COMP24_300300,3.7791,2.5807,-1.3823,0.21825,0.01426,0.6704100000000001,0.09527,0.82915,0.0333,0.08753,0.04865,-8.9833,-0.3551,8.6282,-9.7218,-1.8547,7.8671,5.237,3.2891,-1.3412,4.5395,2.6964,-0.8533,58.758,c1(c7c(C#N)c8sc([H])c(C#N)c8s7)c2nsnc2c([H])c(C#N)c1(C#N),COMP24_300300.xyz,2,4
COMP24_300400,4.0895,2.6658,-1.2421,0.5249199999999999,0.12344,0.22707,0.1224,0.75222,0.06367,0.0791,0.10369,-8.9833,-0.3551,8.6282,-8.1732,-0.26503000000000004,7.9082,5.237,3.2891,-1.3412,4.4406,2.7658,-1.091,50.947,c1(c7c(C#N)c8sc([H])c(C#N)c8s7)c2nsnc2c([H])c(O)c1(O),COMP24_300400.xyz,2,4
COMP24_400000,3.0864,2.0541,-1.0218,0.31613,0.0134,0.60922,0.05989,0.5401,0.04865,0.3002,0.11016,-7.3626,1.2466,8.6091,-8.6274,-0.53361,8.0938,5.0932,3.3425,-1.5918,4.5772,2.7482,-0.9192,24.121,c1(c7c(O)c8sc([H])c(O)c8s7)c2nsnc2c([H])c([H])c1([H]),COMP24_400000.xyz,2,4
COMP24_400100,3.0943,2.1546,-1.2149,0.25157,0.00981,0.67802,0.05918,0.49483,0.04396,0.33646,0.12376,-7.3626,1.2466,8.6091,-8.9803,-0.7913,8.189,5.0932,3.3425,-1.5918,4.6695,2.8519,-1.0343,27.851,c1(c7c(O)c8sc([H])c(O)c8s7)c2nsnc2c([H])c(F)c1(F),COMP24_400100.xyz,2,4
COMP24_400200,3.0226,2.2403,-1.4580000000000002,0.16827,0.006840000000000001,0.7605,0.06295,0.56376,0.03374,0.30806,0.09337,-7.3626,1.2466,8.6091,-8.9822,-1.0659,7.9163,5.0932,3.3425,-1.5918,4.4983,2.7071,-0.9159,44.975,c1(c7c(O)c8sc([H])c(O)c8s7)c2nsnc2c([H])c(Cl)c1(Cl),COMP24_400200.xyz,2,4
COMP24_400300,2.7212,1.9425,-1.1638,0.1532,0.01016,0.74751,0.08753,0.39652,0.04074,0.4335100000000001,0.12822999999999998,-7.3626,1.2466,8.6091,-9.7218,-1.8547,7.8671,5.0932,3.3425,-1.5918,4.5395,2.6964,-0.8533,39.177,c1(c7c(O)c8sc([H])c(O)c8s7)c2nsnc2c([H])c(C#N)c1(C#N),COMP24_400300.xyz,2,4
COMP24_400400,3.4769,2.4193,-1.3617,0.26593,0.01387,0.63283,0.08573,0.57636,0.04784,0.2441,0.13052,-7.3626,1.2466,8.6091,-8.1732,-0.26503000000000004,7.9082,5.0932,3.3425,-1.5918,4.4406,2.7658,-1.091,36.68,c1(c7c(O)c8sc([H])c(O)c8s7)c2nsnc2c([H])c(O)c1(O),COMP24_400400.xyz,2,4
COMP25_000000,3.858,2.5372,-1.2164,0.46976,0.01675,0.43855,0.07302,0.83378,0.03015,0.1057,0.02919,-7.2154,1.1529,8.3683,-8.6274,-0.53361,8.0938,4.552,3.6497,-2.7474,4.5772,2.7482,-0.9192,41.214,c1(c7cc8n(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP25_000000.xyz,2,5
COMP25_000010,3.8708,2.5377,-1.2046,0.4837,0.01785,0.42669,0.06998,0.83241,0.03127,0.10523,0.029960000000000007,-7.3653,1.1369,8.5022,-8.6274,-0.53361,8.0938,4.6475,3.6662,-2.6849,4.5772,2.7482,-0.9192,40.384,c1(c7cc8n([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP25_000010.xyz,2,5
COMP25_000020,3.891,2.5459,-1.2008,0.48702,0.01772,0.41708,0.07614,0.8412200000000001,0.03017,0.09958,0.02781,-7.3237,1.0152,8.3389,-8.6274,-0.53361,8.0938,4.522,3.6536,-2.7852,4.5772,2.7482,-0.9192,41.56,c1(c7cc8n(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP25_000020.xyz,2,5
COMP25_000030,3.9467,2.5615,-1.1763,0.51699,0.02262,0.38266,0.07551000000000001,0.84273,0.03188,0.09351,0.030560000000000007,-7.8456,0.93661,8.7822,-8.6274,-0.53361,8.0938,4.8707,3.6427,-2.4147,4.5772,2.7482,-0.9192,40.253,c1(c7cc8n(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP25_000030.xyz,2,5
COMP25_000100,3.903,2.6437,-1.3844,0.39955,0.013069999999999998,0.50367,0.08169,0.8286399999999999,0.0279,0.11035,0.0319,-7.2154,1.1529,8.3683,-8.9803,-0.7913,8.189,4.552,3.6497,-2.7474,4.6695,2.8519,-1.0343,44.08,c1(c7cc8n(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP25_000100.xyz,2,5
COMP25_000110,3.9269,2.6493,-1.3717,0.42185,0.013919999999999998,0.48947,0.07282000000000001,0.8333200000000001,0.02784,0.10694,0.03068,-7.3653,1.1369,8.5022,-8.9803,-0.7913,8.189,4.6475,3.6662,-2.6849,4.6695,2.8519,-1.0343,44.33,c1(c7cc8n([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP25_000110.xyz,2,5
COMP25_000120,3.9768,2.667,-1.3572,0.41145,0.01675,0.48133,0.08836000000000001,0.84026,0.02856,0.09813,0.0317,-7.3237,1.0152,8.3389,-8.9803,-0.7913,8.189,4.522,3.6536,-2.7852,4.6695,2.8519,-1.0343,45.149,c1(c7cc8n(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP25_000120.xyz,2,5
COMP25_000130,4.0063,2.6722,-1.3381,0.45834,0.01793,0.44273,0.07874,0.8442200000000001,0.02847,0.09411,0.03184,-7.8456,0.93661,8.7822,-8.9803,-0.7913,8.189,4.8707,3.6427,-2.4147,4.6695,2.8519,-1.0343,45.644,c1(c7cc8n(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP25_000130.xyz,2,5
COMP25_000200,3.8772,2.6108,-1.3444,0.18563,0.00394,0.74749,0.061229999999999986,0.91737,0.014819999999999996,0.05985,0.00655,-7.2154,1.1529,8.3683,-8.9822,-1.0659,7.9163,4.552,3.6497,-2.7474,4.4983,2.7071,-0.9159,61.776,c1(c7cc8n(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP25_000200.xyz,2,5
COMP25_000210,3.9168,2.6181,-1.3194,0.34509,0.00556,0.60656,0.04097,0.92434,0.01406,0.05478,0.00547,-7.3653,1.1369,8.5022,-8.9822,-1.0659,7.9163,4.6475,3.6662,-2.6849,4.4983,2.7071,-0.9159,62.93,c1(c7cc8n([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP25_000210.xyz,2,5
COMP25_000220,3.89,2.5978,-1.3056,0.38974,0.007909999999999999,0.54916,0.05122,0.90603,0.01718,0.06629,0.00909,-7.3237,1.0152,8.3389,-8.9822,-1.0659,7.9163,4.522,3.6536,-2.7852,4.4983,2.7071,-0.9159,57.919,c1(c7cc8n(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP25_000220.xyz,2,5
COMP25_000230,3.9594,2.6158,-1.2722,0.4163600000000001,0.00827,0.52582,0.04734,0.91838,0.016030000000000003,0.05666,0.00745,-7.8456,0.93661,8.7822,-8.9822,-1.0659,7.9163,4.8707,3.6427,-2.4147,4.4983,2.7071,-0.9159,60.351000000000006,c1(c7cc8n(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP25_000230.xyz,2,5
COMP25_000300,3.3521,2.4888,-1.6255,0.03115,0.00186,0.86288,0.10277,0.77145,0.02799,0.16427999999999998,0.03484,-7.2154,1.1529,8.3683,-9.7218,-1.8547,7.8671,4.552,3.6497,-2.7474,4.5395,2.6964,-0.8533,49.07,c1(c7cc8n(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP25_000300.xyz,2,5
COMP25_000310,3.4707,2.5111,-1.5515,0.11416,0.004529999999999999,0.80101,0.07868,0.79219,0.0262,0.15045,0.02976,-7.3653,1.1369,8.5022,-9.7218,-1.8547,7.8671,4.6475,3.6662,-2.6849,4.5395,2.6964,-0.8533,50.852,c1(c7cc8n([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP25_000310.xyz,2,5
COMP25_000320,3.4217,2.4998,-1.5779,0.01539,0.00131,0.87339,0.1087,0.8026300000000001,0.02642,0.14181,0.02767,-7.3237,1.0152,8.3389,-9.7218,-1.8547,7.8671,4.522,3.6536,-2.7852,4.5395,2.6964,-0.8533,49.903,c1(c7cc8n(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP25_000320.xyz,2,5
COMP25_000330,3.5886,2.5154,-1.4422,0.25572,0.00941,0.66317,0.06954,0.81676,0.025960000000000004,0.12955999999999998,0.02621,-7.8456,0.93661,8.7822,-9.7218,-1.8547,7.8671,4.8707,3.6427,-2.4147,4.5395,2.6964,-0.8533,51.052,c1(c7cc8n(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP25_000330.xyz,2,5
COMP25_000400,3.8737,2.58,-1.2863,0.5464399999999999,0.01531,0.38722,0.04893,0.8488899999999999,0.02821,0.09688,0.02467,-7.2154,1.1529,8.3683,-8.1732,-0.26503000000000004,7.9082,4.552,3.6497,-2.7474,4.4406,2.7658,-1.091,45.056,c1(c7cc8n(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP25_000400.xyz,2,5
COMP25_000410,3.8947,2.5871,-1.2795,0.5597300000000001,0.01542,0.3765,0.04639,0.85483,0.02775,0.09303,0.02312,-7.3653,1.1369,8.5022,-8.1732,-0.26503000000000004,7.9082,4.6475,3.6662,-2.6849,4.4406,2.7658,-1.091,45.733,c1(c7cc8n([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP25_000410.xyz,2,5
COMP25_000420,3.9352,2.6038,-1.2724,0.56535,0.02145,0.35102,0.05996,0.85303,0.03018,0.08911000000000001,0.026330000000000003,-7.3237,1.0152,8.3389,-8.1732,-0.26503000000000004,7.9082,4.522,3.6536,-2.7852,4.4406,2.7658,-1.091,45.743,c1(c7cc8n(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP25_000420.xyz,2,5
COMP25_000430,3.9629,2.6111,-1.2593,0.5940300000000001,0.02097,0.32852,0.054070000000000014,0.86267,0.02895,0.0828,0.02416,-7.8456,0.93661,8.7822,-8.1732,-0.26503000000000004,7.9082,4.8707,3.6427,-2.4147,4.4406,2.7658,-1.091,47.306,c1(c7cc8n(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP25_000430.xyz,2,5
COMP26_000000,3.8991,2.5501,-1.2011,0.4859100000000001,0.01973,0.4155100000000001,0.0767,0.83191,0.03113,0.10094,0.034710000000000005,-7.6657,1.055,8.7207,-8.6274,-0.53361,8.0938,5.0692,3.555,-2.0408,4.5772,2.7482,-0.9192,42.02,c1(c7cc8C(C)(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP26_000000.xyz,2,6
COMP26_000010,3.9062,2.5489,-1.1916,0.49603,0.01964,0.4099600000000001,0.07251,0.83265,0.03171,0.10068,0.03374,-7.6891,1.0884,8.7776,-8.6274,-0.53361,8.0938,5.1165,3.5856,-2.0547,4.5772,2.7482,-0.9192,41.752,c1(c7cc8C([H])([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP26_000010.xyz,2,6
COMP26_000020,3.92,2.5547,-1.1894,0.48884,0.02225,0.39565,0.0909,0.8292,0.03217,0.09752,0.03969,-7.8246,0.83457,8.6592,-8.6274,-0.53361,8.0938,4.9541,3.4536,-1.9531,4.5772,2.7482,-0.9192,42.003,c1(c7cc8C(OC)(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP26_000020.xyz,2,6
COMP26_000030,3.953,2.5529,-1.1528,0.54038,0.02422,0.35474,0.07791000000000001,0.84215,0.0322,0.09087,0.03325,-7.8497,0.8821899999999999,8.7319,-8.6274,-0.53361,8.0938,5.0585,3.5391,-2.0197,4.5772,2.7482,-0.9192,40.411,c1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c([H])c1([H]),COMP26_000030.xyz,2,6
COMP26_000100,3.9378,2.648,-1.3582,0.42308,0.01615,0.47676,0.08177999999999999,0.82296,0.02927,0.10671,0.03965,-7.6657,1.055,8.7207,-8.9803,-0.7913,8.189,5.0692,3.555,-2.0408,4.6695,2.8519,-1.0343,44.268,c1(c7cc8C(C)(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP26_000100.xyz,2,6
COMP26_000110,3.9566,2.655,-1.3534,0.43425,0.015880000000000002,0.4725,0.07537,0.8301200000000001,0.02855,0.10365,0.03645,-7.6891,1.0884,8.7776,-8.9803,-0.7913,8.189,5.1165,3.5856,-2.0547,4.6695,2.8519,-1.0343,44.803,c1(c7cc8C([H])([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP26_000110.xyz,2,6
COMP26_000120,3.9749,2.6634,-1.3519,0.42832,0.01812,0.45386,0.09723,0.8255899999999999,0.02959,0.09929,0.04406,-7.8246,0.83457,8.6592,-8.9803,-0.7913,8.189,4.9541,3.4536,-1.9531,4.6695,2.8519,-1.0343,45.201,c1(c7cc8C(OC)(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP26_000120.xyz,2,6
COMP26_000130,3.9719,2.6516,-1.3313,0.4572600000000001,0.01809,0.43997,0.08197,0.83047,0.02944,0.10007,0.03847,-7.8497,0.8821899999999999,8.7319,-8.9803,-0.7913,8.189,5.0585,3.5391,-2.0197,4.6695,2.8519,-1.0343,44.049,c1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(F)c1(F),COMP26_000130.xyz,2,6
COMP26_000200,3.8909,2.6076,-1.3243,0.36569,0.00792,0.57093,0.05333,0.90604,0.016919999999999998,0.06502999999999999,0.01055,-7.6657,1.055,8.7207,-8.9822,-1.0659,7.9163,5.0692,3.555,-2.0408,4.4983,2.7071,-0.9159,59.15,c1(c7cc8C(C)(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP26_000200.xyz,2,6
COMP26_000210,3.924,2.616,-1.308,0.37019,0.00692,0.57453,0.0465,0.91793,0.015369999999999997,0.05755,0.00775,-7.6891,1.0884,8.7776,-8.9822,-1.0659,7.9163,5.1165,3.5856,-2.0547,4.4983,2.7071,-0.9159,61.62600000000001,c1(c7cc8C([H])([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP26_000210.xyz,2,6
COMP26_000220,3.9046,2.6053,-1.306,0.38515,0.00964,0.5393899999999999,0.06342,0.90142,0.01825,0.06561,0.01318,-7.8246,0.83457,8.6592,-8.9822,-1.0659,7.9163,4.9541,3.4536,-1.9531,4.4983,2.7071,-0.9159,57.6,c1(c7cc8C(OC)(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP26_000220.xyz,2,6
COMP26_000230,3.9057,2.5913,-1.2769,0.42122,0.01047,0.5092300000000001,0.05647000000000001,0.89971,0.01896,0.06721,0.01238,-7.8497,0.8821899999999999,8.7319,-8.9822,-1.0659,7.9163,5.0585,3.5391,-2.0197,4.4983,2.7071,-0.9159,56.447,c1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(Cl)c1(Cl),COMP26_000230.xyz,2,6
COMP26_000300,3.5211,2.506,-1.4909,0.22646,0.00831,0.6913600000000001,0.07187,0.79581,0.02595,0.14422,0.03252,-7.6657,1.055,8.7207,-9.7218,-1.8547,7.8671,5.0692,3.555,-2.0408,4.5395,2.6964,-0.8533,51.444,c1(c7cc8C(C)(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP26_000300.xyz,2,6
COMP26_000310,3.5344,2.5038,-1.4732,0.23591,0.00864,0.6831,0.07046000000000001,0.79669,0.02667,0.14342,0.03178,-7.6891,1.0884,8.7776,-9.7218,-1.8547,7.8671,5.1165,3.5856,-2.0547,4.5395,2.6964,-0.8533,50.905,c1(c7cc8C([H])([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP26_000310.xyz,2,6
COMP26_000320,3.5564,2.5113,-1.4662,0.23518000000000006,0.00936,0.6733600000000001,0.07986,0.79674,0.0272,0.13790999999999998,0.03652,-7.8246,0.83457,8.6592,-9.7218,-1.8547,7.8671,4.9541,3.4536,-1.9531,4.5395,2.6964,-0.8533,50.56399999999999,c1(c7cc8C(OC)(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP26_000320.xyz,2,6
COMP26_000330,3.5655,2.491,-1.4165,0.2649,0.01076,0.64455,0.07722000000000001,0.79405,0.02892,0.14049,0.03481,-7.8497,0.8821899999999999,8.7319,-9.7218,-1.8547,7.8671,5.0585,3.5391,-2.0197,4.5395,2.6964,-0.8533,48.31100000000001,c1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(C#N)c1(C#N),COMP26_000330.xyz,2,6
COMP26_000400,3.8977,2.5845,-1.2713,0.5552699999999999,0.01862,0.36751,0.05625,0.8420200000000001,0.03029,0.09511,0.0312,-7.6657,1.055,8.7207,-8.1732,-0.26503000000000004,7.9082,5.0692,3.555,-2.0408,4.4406,2.7658,-1.091,44.924,c1(c7cc8C(C)(C)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP26_000400.xyz,2,6
COMP26_000410,3.9144,2.5919,-1.2694,0.56714,0.017740000000000002,0.36165,0.05136,0.85005,0.0292,0.09136,0.02807,-7.6891,1.0884,8.7776,-8.1732,-0.26503000000000004,7.9082,5.1165,3.5856,-2.0547,4.4406,2.7658,-1.091,45.887,c1(c7cc8C([H])([H])c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP26_000410.xyz,2,6
COMP26_000420,3.9327,2.6019,-1.2711,0.5647300000000001,0.02108,0.3454,0.06616,0.84511,0.03029,0.08865,0.034480000000000004,-7.8246,0.83457,8.6592,-8.1732,-0.26503000000000004,7.9082,4.9541,3.4536,-1.9531,4.4406,2.7658,-1.091,46.078,c1(c7cc8C(OC)(OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP26_000420.xyz,2,6
COMP26_000430,3.9177,2.5865,-1.2553,0.58587,0.02046,0.33519,0.05554,0.8470200000000001,0.03058,0.09023,0.03061,-7.8497,0.8821899999999999,8.7319,-8.1732,-0.26503000000000004,7.9082,5.0585,3.5391,-2.0197,4.4406,2.7658,-1.091,44.715,c1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)c2nsnc2c([H])c(O)c1(O),COMP26_000430.xyz,2,6
COMP27_000000,3.3223,2.0614,-0.8005,0.27247,0.04695,0.40668,0.27202,0.29177,0.06977,0.16605,0.47126,-7.2276,0.23184,7.4594,-8.6274,-0.53361,8.0938,4.259,2.4681,-0.6772,4.5772,2.7482,-0.9192,7.2808,c1(C7=C([H])C([H])=C(S7)\C=C\C8=C([H])C([H])=C([H])S8)c2nsnc2c([H])c([H])c1([H]),COMP27_000000.xyz,2,7
COMP27_000100,3.3231,2.0962,-0.8693,0.24559,0.03671,0.45408,0.26169000000000003,0.23769,0.06486,0.17848,0.51782,-7.2276,0.23184,7.4594,-8.9803,-0.7913,8.189,4.259,2.4681,-0.6772,4.6695,2.8519,-1.0343,2.4698,c1(C7=C([H])C([H])=C(S7)\C=C\C8=C([H])C([H])=C([H])S8)c2nsnc2c([H])c(F)c1(F),COMP27_000100.xyz,2,7
