COMP_names,S1_exc,T1_exc,S1_T1_split,S1AtoA,S1AtoD,S1DtoA,S1DtoD,T1AtoA,T1AtoD,T1DtoA,T1DtoD,D_HOMO,D_LUMO,D_gap,A_HOMO,A_LUMO,A_gap,D_S1,D_T1,D_split,A_S1,A_T1,A_split,dft_dihedral_norm,SMILES,xyz_file_name,acceptor_index,donor_index
COMP16_000030,3.8863,2.4159,-0.9455,0.42617,0.05595,0.34094,0.17415,0.67718,0.07023,0.15117,0.09981,-7.8497,0.8821899999999999,8.7319,-9.4247,-0.48354,8.9411,5.0585,3.5391,-2.0197,4.6699,2.8005,-0.9311,28.154,C1(c7cc8C(C(=O)OC)(C(=O)OC)c9cc([H])ccc9c8cc7)=CC=C([H])S1(=O)(=O),COMP16_000030.xyz,1,6
COMP17_000000,3.3362,1.8724,-0.4086,0.20853,0.07172,0.29659,0.42192,0.26643,0.08995,0.18369,0.45916,-7.2276,0.23184,7.4594,-9.4247,-0.48354,8.9411,4.259,2.4681,-0.6772,4.6699,2.8005,-0.9311,0.30391,C1(C7=C([H])C([H])=C(S7)\C=C\C8=C([H])C([H])=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_000000.xyz,1,7
COMP17_010000,3.3866,1.9119,-0.4372,0.23052,0.09326,0.2483,0.42616,0.30021,0.0974,0.16724,0.43417,-7.5142,-0.20245,7.3117,-9.4247,-0.48354,8.9411,4.1726,2.3917,-0.6108,4.6699,2.8005,-0.9311,1.6988,C1(C7=C(F)C([H])=C(S7)\C=C\C8=C([H])C(F)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_010000.xyz,1,7
COMP17_020000,3.4667,2.0625,-0.6583,0.22167,0.06325,0.31496,0.39808,0.26712,0.07347000000000001,0.15114,0.50702,-7.6837,-0.26041,7.4233,-9.4247,-0.48354,8.9411,4.2281,2.4732,-0.7183,4.6699,2.8005,-0.9311,30.745,C1(C7=C(Cl)C([H])=C(S7)\C=C\C8=C([H])C(Cl)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_020000.xyz,1,7
COMP17_030000,3.5113,2.0807,-0.6501,0.2511,0.09142,0.27801,0.37728,0.36895,0.10063,0.16459,0.36448,-8.2148,-0.6533399999999999,7.5615,-9.4247,-0.48354,8.9411,4.3269,2.569,-0.8111,4.6699,2.8005,-0.9311,24.184,C1(C7=C(C#N)C([H])=C(S7)\C=C\C8=C([H])C(C#N)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_030000.xyz,1,7
COMP17_040000,3.1655,1.8635,-0.5615,0.2312,0.05365,0.39533,0.31793000000000005,0.30736,0.07844,0.24181,0.37126,-7.1044,0.08816,7.1925,-9.4247,-0.48354,8.9411,4.0803,2.3542,-0.6281,4.6699,2.8005,-0.9311,27.916,C1(C7=C(O)C([H])=C(S7)\C=C\C8=C([H])C(O)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_040000.xyz,1,7
COMP17_100000,3.3389,1.9092,-0.4795,0.20202,0.06056,0.33626,0.39926,0.26826,0.08356,0.18948,0.45765,-7.2181,0.11836,7.3364,-9.4247,-0.48354,8.9411,4.2403,2.3887,-0.5371,4.6699,2.8005,-0.9311,15.625,C1(C7=C([H])C(F)=C(S7)\C=C\C8=C(F)C([H])=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_100000.xyz,1,7
COMP17_110000,3.4331,1.9475,-0.4619,0.2447,0.07149,0.29831,0.38398,0.32471,0.09202,0.17957,0.40291,-7.6042,-0.24898,7.3552,-9.4247,-0.48354,8.9411,4.2516,2.4093,-0.5670000000000001,4.6699,2.8005,-0.9311,0.0010191,C1(C7=C(F)C(F)=C(S7)\C=C\C8=C(F)C(F)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_110000.xyz,1,7
COMP17_120000,3.4656,2.0675,-0.6694,0.22299,0.0598,0.33459,0.38045,0.28702,0.07564,0.16176,0.47429,-7.66,-0.32245,7.3376,-9.4247,-0.48354,8.9411,4.2293,2.4026,-0.5759,4.6699,2.8005,-0.9311,30.147,C1(C7=C(Cl)C(F)=C(S7)\C=C\C8=C(F)C(Cl)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_120000.xyz,1,7
COMP17_130000,3.4267,2.0165,-0.6063,0.21628000000000006,0.08463999999999999,0.29032,0.40645,0.31128,0.09685,0.16395,0.42662,-8.1419,-0.80001,7.3419,-9.4247,-0.48354,8.9411,4.2262,2.4271,-0.628,4.6699,2.8005,-0.9311,23.446,C1(C7=C(C#N)C(F)=C(S7)\C=C\C8=C(F)C(C#N)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_130000.xyz,1,7
COMP17_140000,3.2326,1.9378,-0.643,0.23828,0.045860000000000005,0.42698,0.28682,0.32993,0.07387,0.24309,0.35196,-7.2586,0.031830000000000004,7.2905,-9.4247,-0.48354,8.9411,4.1978,2.3901,-0.5824,4.6699,2.8005,-0.9311,30.464,C1(C7=C(O)C(F)=C(S7)\C=C\C8=C(F)C(O)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_140000.xyz,1,7
COMP17_200000,3.3104,1.8829,-0.4554,0.17902,0.06986,0.28384000000000004,0.4654,0.25373,0.08905,0.1741,0.48214,-7.438,-0.18041,7.2576,-9.4247,-0.48354,8.9411,4.1084,2.3708,-0.6332,4.6699,2.8005,-0.9311,3.7037,C1(C7=C([H])C(Cl)=C(S7)\C=C\C8=C(Cl)C([H])=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_200000.xyz,1,7
COMP17_210000,3.3775,1.9557,-0.5339,0.19949,0.07200000000000001,0.26995,0.4564,0.27801,0.08578,0.16147999999999998,0.47354,-7.7267,-0.52708,7.1996,-9.4247,-0.48354,8.9411,4.0655,2.3485,-0.6315,4.6699,2.8005,-0.9311,17.534000000000002,C1(C7=C(F)C(Cl)=C(S7)\C=C\C8=C(Cl)C(F)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_210000.xyz,1,7
COMP17_220000,3.4112,2.0525,-0.6938,0.18773,0.06219,0.29802,0.44959,0.25493000000000005,0.07411000000000001,0.14937,0.5202,-7.7816,-0.56953,7.2121,-9.4247,-0.48354,8.9411,4.0634,2.361,-0.6586,4.6699,2.8005,-0.9311,31.373,C1(C7=C(Cl)C(Cl)=C(S7)\C=C\C8=C(Cl)C(Cl)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_220000.xyz,1,7
COMP17_230000,3.3871,2.0116,-0.6361,0.19123,0.08557999999999999,0.26448,0.45615,0.29784,0.09676,0.15633,0.44763,-8.2799,-0.97416,7.3057,-9.4247,-0.48354,8.9411,4.1183,2.4309,-0.7435,4.6699,2.8005,-0.9311,22.69,C1(C7=C(C#N)C(Cl)=C(S7)\C=C\C8=C(Cl)C(C#N)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_230000.xyz,1,7
COMP17_240000,3.1771,1.8929,-0.6087,0.20919,0.05304,0.38157,0.35398,0.29285,0.07711,0.22625,0.40261,-7.3642,-0.26776,7.0965,-9.4247,-0.48354,8.9411,3.991,2.3128,-0.6346,4.6699,2.8005,-0.9311,29.716,C1(C7=C(O)C(Cl)=C(S7)\C=C\C8=C(Cl)C(O)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_240000.xyz,1,7
COMP17_300000,3.3938,2.0092,-0.6246,0.1504,0.08097,0.20156,0.56475,0.22582,0.08058,0.12805,0.56423,-8.026,-0.95185,7.0742,-9.4247,-0.48354,8.9411,3.8843,2.3028,-0.7213,4.6699,2.8005,-0.9311,21.313,C1(C7=C([H])C(C#N)=C(S7)\C=C\C8=C(C#N)C([H])=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_300000.xyz,1,7
COMP17_310000,3.3803,2.0041,-0.6279,0.1287,0.08879,0.14915,0.6310600000000001,0.18803,0.07362,0.10176,0.6353,-8.2837,-1.314,6.9697,-9.4247,-0.48354,8.9411,3.8115,2.2563,-0.7011,4.6699,2.8005,-0.9311,22.397,C1(C7=C(F)C(C#N)=C(S7)\C=C\C8=C(C#N)C(F)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_310000.xyz,1,7
COMP17_320000,3.4659,2.1221,-0.7783,0.12202,0.07282000000000001,0.1595,0.64304,0.15078,0.05623,0.08093,0.71057,-8.3403,-1.3072,7.0331,-9.4247,-0.48354,8.9411,3.8416,2.307,-0.7724,4.6699,2.8005,-0.9311,36.022,C1(C7=C(Cl)C(C#N)=C(S7)\C=C\C8=C(C#N)C(Cl)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_320000.xyz,1,7
COMP17_330000,3.4649,2.0937,-0.7225,0.15168,0.09789,0.15521,0.5926,0.23561,0.08162,0.10302,0.5783,-8.8334,-1.6778,7.1555,-9.4247,-0.48354,8.9411,3.9303,2.3775,-0.8247,4.6699,2.8005,-0.9311,26.041,C1(C7=C(C#N)C(C#N)=C(S7)\C=C\C8=C(C#N)C(C#N)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_330000.xyz,1,7
COMP17_340000,3.1704,1.9091,-0.6478,0.1505,0.06309,0.27026,0.51383,0.19384,0.06648,0.15165,0.5867600000000001,-7.854,-1.0778,6.7762,-9.4247,-0.48354,8.9411,3.6693,2.1739,-0.6785,4.6699,2.8005,-0.9311,31.488000000000003,C1(C7=C(O)C(C#N)=C(S7)\C=C\C8=C(C#N)C(O)=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_340000.xyz,1,7
COMP17_400000,3.1522,1.8025,-0.4528,0.15334,0.04746,0.36378,0.43337,0.24207,0.08186,0.21648,0.45847,-6.9226,0.42232,7.3449,-9.4247,-0.48354,8.9411,4.112,2.4498,-0.7876,4.6699,2.8005,-0.9311,13.235,C1(C7=C([H])C(O)=C(S7)\C=C\C8=C(O)C([H])=C([H])S8)=CC=C([H])S1(=O)(=O),COMP17_400000.xyz,1,7
